"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Autauga County, AL"	"01001"	"2010"	"2010"	24	54571	44.0	28.2	65.4	9.0
	"Autauga County, AL"	"01001"	"2011"	"2011"	20	55267	36.2	22.1	55.9	8.1
	"Autauga County, AL"	"01001"	"2012"	"2012"	18	55514	Unreliable	19.2	51.2	7.6
	"Autauga County, AL"	"01001"	"2013"	"2013"	17	55246	Unreliable	17.9	49.3	7.5
	"Autauga County, AL"	"01001"	"2014"	"2014"	17	55395	Unreliable	17.9	49.1	7.4
	"Autauga County, AL"	"01001"	"2015"	"2015"	13	55347	Unreliable	12.5	40.2	6.5
	"Autauga County, AL"	"01001"	"2016"	"2016"	14	55416	Unreliable	13.8	42.4	6.8
	"Baldwin County, AL"	"01003"	"2010"	"2010"	93	182265	51.0	41.2	62.5	5.3
	"Baldwin County, AL"	"01003"	"2011"	"2011"	105	186717	56.2	45.5	67.0	5.5
	"Baldwin County, AL"	"01003"	"2012"	"2012"	120	190790	62.9	51.6	74.1	5.7
	"Baldwin County, AL"	"01003"	"2013"	"2013"	134	195540	68.5	56.9	80.1	5.9
	"Baldwin County, AL"	"01003"	"2014"	"2014"	97	200111	48.5	39.3	59.1	4.9
	"Baldwin County, AL"	"01003"	"2015"	"2015"	117	203709	57.4	47.0	67.8	5.3
	"Baldwin County, AL"	"01003"	"2016"	"2016"	111	208563	53.2	43.3	63.1	5.1
	"Barbour County, AL"	"01005"	"2011"	"2011"	11	27119	Unreliable	20.2	72.6	12.2
	"Barbour County, AL"	"01005"	"2012"	"2012"	14	27201	Unreliable	28.1	86.4	13.8
	"Barbour County, AL"	"01005"	"2013"	"2013"	16	27076	Unreliable	33.8	96.0	14.8
	"Barbour County, AL"	"01005"	"2014"	"2014"	11	26887	Unreliable	20.4	73.2	12.3
	"Barbour County, AL"	"01005"	"2015"	"2015"	10	26489	Unreliable	18.1	69.4	11.9
	"Barbour County, AL"	"01005"	"2016"	"2016"	10	25965	Unreliable	18.5	70.8	12.2
	"Bibb County, AL"	"01007"	"2011"	"2011"	10	22766	Unreliable	21.1	80.8	13.9
	"Bibb County, AL"	"01007"	"2013"	"2013"	13	22512	Unreliable	30.7	98.7	16.0
	"Bibb County, AL"	"01007"	"2014"	"2014"	10	22506	Unreliable	21.3	81.7	14.1
	"Blount County, AL"	"01009"	"2010"	"2010"	16	57322	Unreliable	16.0	45.3	7.0
	"Blount County, AL"	"01009"	"2011"	"2011"	24	57677	41.6	26.7	61.9	8.5
	"Blount County, AL"	"01009"	"2012"	"2012"	33	57826	57.1	39.3	80.1	9.9
	"Blount County, AL"	"01009"	"2013"	"2013"	34	57872	58.8	40.7	82.1	10.1
	"Blount County, AL"	"01009"	"2014"	"2014"	24	57719	41.6	26.6	61.9	8.5
	"Blount County, AL"	"01009"	"2015"	"2015"	17	57673	Unreliable	17.2	47.2	7.1
	"Blount County, AL"	"01009"	"2016"	"2016"	25	57704	43.3	28.0	64.0	8.7
	"Butler County, AL"	"01013"	"2010"	"2010"	16	20947	Unreliable	43.7	124.0	19.1
	"Butler County, AL"	"01013"	"2011"	"2011"	12	20650	Unreliable	30.0	101.5	16.8
	"Butler County, AL"	"01013"	"2012"	"2012"	12	20307	Unreliable	30.5	103.2	17.1
	"Butler County, AL"	"01013"	"2013"	"2013"	12	20265	Unreliable	30.6	103.4	17.1
	"Butler County, AL"	"01013"	"2014"	"2014"	11	20296	Unreliable	27.1	97.0	16.3
	"Calhoun County, AL"	"01015"	"2010"	"2010"	48	118572	40.5	29.8	53.7	5.8
	"Calhoun County, AL"	"01015"	"2011"	"2011"	59	117797	50.1	38.1	64.6	6.5
	"Calhoun County, AL"	"01015"	"2012"	"2012"	83	117296	70.8	56.4	87.7	7.8
	"Calhoun County, AL"	"01015"	"2013"	"2013"	77	116736	66.0	52.1	82.4	7.5
	"Calhoun County, AL"	"01015"	"2014"	"2014"	58	115916	50.0	38.0	64.7	6.6
	"Calhoun County, AL"	"01015"	"2015"	"2015"	71	115620	61.4	48.0	77.5	7.3
	"Calhoun County, AL"	"01015"	"2016"	"2016"	37	114611	32.3	22.7	44.5	5.3
	"Chambers County, AL"	"01017"	"2010"	"2010"	21	34215	61.4	38.0	93.8	13.4
	"Chambers County, AL"	"01017"	"2011"	"2011"	20	33939	58.9	36.0	91.0	13.2
	"Chambers County, AL"	"01017"	"2012"	"2012"	21	34064	61.6	38.2	94.2	13.5
	"Chambers County, AL"	"01017"	"2013"	"2013"	25	34162	73.2	47.4	108.0	14.6
	"Chambers County, AL"	"01017"	"2014"	"2014"	17	34076	Unreliable	29.1	79.9	12.1
	"Chambers County, AL"	"01017"	"2015"	"2015"	17	34123	Unreliable	29.0	79.8	12.1
	"Chambers County, AL"	"01017"	"2016"	"2016"	14	33843	Unreliable	22.6	69.4	11.1
	"Cherokee County, AL"	"01019"	"2010"	"2010"	12	25989	Unreliable	23.9	80.7	13.3
	"Cherokee County, AL"	"01019"	"2011"	"2011"	10	26057	Unreliable	18.4	70.6	12.1
	"Cherokee County, AL"	"01019"	"2012"	"2012"	21	26021	80.7	50.0	123.4	17.6
	"Cherokee County, AL"	"01019"	"2013"	"2013"	15	26203	Unreliable	32.0	94.4	14.8
	"Cherokee County, AL"	"01019"	"2014"	"2014"	16	26037	Unreliable	35.1	99.8	15.4
	"Cherokee County, AL"	"01019"	"2016"	"2016"	17	25725	Unreliable	38.5	105.8	16.0
	"Chilton County, AL"	"01021"	"2010"	"2010"	24	43643	55.0	35.2	81.8	11.2
	"Chilton County, AL"	"01021"	"2011"	"2011"	24	43895	54.7	35.0	81.4	11.2
	"Chilton County, AL"	"01021"	"2012"	"2012"	18	43819	Unreliable	24.3	64.9	9.7
	"Chilton County, AL"	"01021"	"2013"	"2013"	23	43951	52.3	33.2	78.5	10.9
	"Chilton County, AL"	"01021"	"2014"	"2014"	18	43931	Unreliable	24.3	64.8	9.7
	"Chilton County, AL"	"01021"	"2016"	"2016"	11	43941	Unreliable	12.5	44.8	7.5
	"Clarke County, AL"	"01025"	"2013"	"2013"	13	25207	Unreliable	27.5	88.2	14.3
	"Clay County, AL"	"01027"	"2014"	"2014"	12	13552	Unreliable	45.8	154.7	25.6
	"Clay County, AL"	"01027"	"2016"	"2016"	15	13492	Unreliable	62.2	183.4	28.7
	"Coffee County, AL"	"01031"	"2010"	"2010"	23	49948	46.0	29.2	69.1	9.6
	"Coffee County, AL"	"01031"	"2011"	"2011"	20	50526	39.6	24.2	61.1	8.9
	"Coffee County, AL"	"01031"	"2012"	"2012"	22	51252	42.9	26.9	65.0	9.2
	"Coffee County, AL"	"01031"	"2013"	"2013"	27	50938	53.0	34.9	77.1	10.2
	"Coffee County, AL"	"01031"	"2014"	"2014"	20	50909	39.3	24.0	60.7	8.8
	"Coffee County, AL"	"01031"	"2015"	"2015"	19	51211	Unreliable	22.3	57.9	8.5
	"Coffee County, AL"	"01031"	"2016"	"2016"	20	51226	39.0	23.8	60.3	8.7
	"Colbert County, AL"	"01033"	"2010"	"2010"	45	54428	82.7	60.3	110.6	12.3
	"Colbert County, AL"	"01033"	"2011"	"2011"	45	54512	82.6	60.2	110.5	12.3
	"Colbert County, AL"	"01033"	"2012"	"2012"	42	54446	77.1	55.6	104.3	11.9
	"Colbert County, AL"	"01033"	"2013"	"2013"	46	54520	84.4	61.8	112.5	12.4
	"Colbert County, AL"	"01033"	"2014"	"2014"	37	54543	67.8	47.8	93.5	11.2
	"Colbert County, AL"	"01033"	"2015"	"2015"	39	54354	71.8	51.0	98.1	11.5
	"Colbert County, AL"	"01033"	"2016"	"2016"	40	54216	73.8	52.7	100.5	11.7
	"Coosa County, AL"	"01037"	"2010"	"2010"	12	11539	Unreliable	53.7	181.7	30.0
	"Coosa County, AL"	"01037"	"2011"	"2011"	12	10713	Unreliable	57.9	195.7	32.3
	"Coosa County, AL"	"01037"	"2012"	"2012"	14	10966	Unreliable	69.8	214.2	34.1
	"Coosa County, AL"	"01037"	"2013"	"2013"	14	10898	Unreliable	70.2	215.5	34.3
	"Coosa County, AL"	"01037"	"2016"	"2016"	14	10581	Unreliable	72.3	222.0	35.4
	"Covington County, AL"	"01039"	"2012"	"2012"	14	37955	Unreliable	20.2	61.9	9.9
	"Covington County, AL"	"01039"	"2013"	"2013"	14	37886	Unreliable	20.2	62.0	9.9
	"Covington County, AL"	"01039"	"2014"	"2014"	16	37914	Unreliable	24.1	68.5	10.6
	"Covington County, AL"	"01039"	"2016"	"2016"	10	37458	Unreliable	12.8	49.1	8.4
	"Crenshaw County, AL"	"01041"	"2012"	"2012"	11	14083	Unreliable	39.0	139.8	23.6
	"Cullman County, AL"	"01043"	"2010"	"2010"	36	80406	44.8	31.4	62.0	7.5
	"Cullman County, AL"	"01043"	"2011"	"2011"	34	80536	42.2	29.2	59.0	7.2
	"Cullman County, AL"	"01043"	"2012"	"2012"	69	80440	85.8	66.7	108.6	10.3
	"Cullman County, AL"	"01043"	"2013"	"2013"	73	80811	90.3	70.8	113.6	10.6
	"Cullman County, AL"	"01043"	"2014"	"2014"	52	81289	64.0	47.8	83.9	8.9
	"Cullman County, AL"	"01043"	"2015"	"2015"	40	82005	48.8	34.8	66.4	7.7
	"Cullman County, AL"	"01043"	"2016"	"2016"	38	82471	46.1	32.6	63.2	7.5
	"Dale County, AL"	"01045"	"2011"	"2011"	13	50044	Unreliable	13.8	44.4	7.2
	"Dale County, AL"	"01045"	"2012"	"2012"	16	50444	Unreliable	18.1	51.5	7.9
	"Dale County, AL"	"01045"	"2013"	"2013"	22	49884	44.1	27.6	66.8	9.4
	"Dale County, AL"	"01045"	"2014"	"2014"	22	49484	44.5	27.9	67.3	9.5
	"Dale County, AL"	"01045"	"2015"	"2015"	19	49565	Unreliable	23.1	59.9	8.8
	"Dale County, AL"	"01045"	"2016"	"2016"	25	49226	50.8	32.9	75.0	10.2
	"Dallas County, AL"	"01047"	"2010"	"2010"	20	43820	45.6	27.9	70.5	10.2
	"Dallas County, AL"	"01047"	"2011"	"2011"	10	43332	Unreliable	11.1	42.4	7.3
	"Dallas County, AL"	"01047"	"2012"	"2012"	25	42864	58.3	37.7	86.1	11.7
	"Dallas County, AL"	"01047"	"2013"	"2013"	20	41996	47.6	29.1	73.6	10.6
	"Dallas County, AL"	"01047"	"2014"	"2014"	14	41711	Unreliable	18.3	56.3	9.0
	"Dallas County, AL"	"01047"	"2015"	"2015"	20	41131	48.6	29.7	75.1	10.9
	"DeKalb County, AL"	"01049"	"2010"	"2010"	24	71109	33.8	21.6	50.2	6.9
	"DeKalb County, AL"	"01049"	"2011"	"2011"	26	71375	36.4	23.8	53.4	7.1
	"DeKalb County, AL"	"01049"	"2012"	"2012"	40	71080	56.3	40.2	76.6	8.9
	"DeKalb County, AL"	"01049"	"2013"	"2013"	40	71013	56.3	40.2	76.7	8.9
	"DeKalb County, AL"	"01049"	"2014"	"2014"	38	71065	53.5	37.8	73.4	8.7
	"DeKalb County, AL"	"01049"	"2015"	"2015"	33	71130	46.4	31.9	65.2	8.1
	"DeKalb County, AL"	"01049"	"2016"	"2016"	23	70900	32.4	20.6	48.7	6.8
	"Elmore County, AL"	"01051"	"2010"	"2010"	34	79303	42.9	29.7	59.9	7.4
	"Elmore County, AL"	"01051"	"2011"	"2011"	33	80162	41.2	28.3	57.8	7.2
	"Elmore County, AL"	"01051"	"2012"	"2012"	49	80629	60.8	45.0	80.3	8.7
	"Elmore County, AL"	"01051"	"2013"	"2013"	42	80902	51.9	37.4	70.2	8.0
	"Elmore County, AL"	"01051"	"2014"	"2014"	31	80977	38.3	26.0	54.3	6.9
	"Elmore County, AL"	"01051"	"2015"	"2015"	26	81468	31.9	20.8	46.8	6.3
	"Elmore County, AL"	"01051"	"2016"	"2016"	18	81799	Unreliable	13.0	34.8	5.2
	"Escambia County, AL"	"01053"	"2010"	"2010"	22	38319	57.4	36.0	86.9	12.2
	"Escambia County, AL"	"01053"	"2011"	"2011"	28	38095	73.5	48.8	106.2	13.9
	"Escambia County, AL"	"01053"	"2012"	"2012"	18	37994	Unreliable	28.1	74.9	11.2
	"Escambia County, AL"	"01053"	"2013"	"2013"	20	37983	52.7	32.2	81.3	11.8
	"Escambia County, AL"	"01053"	"2014"	"2014"	17	37733	Unreliable	26.2	72.1	10.9
	"Escambia County, AL"	"01053"	"2015"	"2015"	23	37789	60.9	38.6	91.3	12.7
	"Escambia County, AL"	"01053"	"2016"	"2016"	29	37728	76.9	51.5	110.4	14.3
	"Etowah County, AL"	"01055"	"2010"	"2010"	71	104430	68.0	53.1	85.8	8.1
	"Etowah County, AL"	"01055"	"2011"	"2011"	83	104303	79.6	63.4	98.6	8.7
	"Etowah County, AL"	"01055"	"2012"	"2012"	81	104392	77.6	61.6	96.4	8.6
	"Etowah County, AL"	"01055"	"2013"	"2013"	72	103931	69.3	54.2	87.2	8.2
	"Etowah County, AL"	"01055"	"2014"	"2014"	74	103531	71.5	56.1	89.7	8.3
	"Etowah County, AL"	"01055"	"2015"	"2015"	72	103057	69.9	54.7	88.0	8.2
	"Etowah County, AL"	"01055"	"2016"	"2016"	57	102564	55.6	42.1	72.0	7.4
	"Fayette County, AL"	"01057"	"2010"	"2010"	29	17241	168.2	112.6	241.6	31.2
	"Fayette County, AL"	"01057"	"2012"	"2012"	16	16983	Unreliable	53.9	153.0	23.6
	"Fayette County, AL"	"01057"	"2013"	"2013"	12	16909	Unreliable	36.7	124.0	20.5
	"Fayette County, AL"	"01057"	"2014"	"2014"	18	16874	Unreliable	63.2	168.6	25.1
	"Fayette County, AL"	"01057"	"2015"	"2015"	12	16759	Unreliable	37.0	125.1	20.7
	"Fayette County, AL"	"01057"	"2016"	"2016"	10	16546	Unreliable	29.0	111.1	19.1
	"Franklin County, AL"	"01059"	"2010"	"2010"	10	31704	Unreliable	15.1	58.0	10.0
	"Franklin County, AL"	"01059"	"2011"	"2011"	19	31884	Unreliable	35.9	93.1	13.7
	"Franklin County, AL"	"01059"	"2012"	"2012"	14	31761	Unreliable	24.1	74.0	11.8
	"Franklin County, AL"	"01059"	"2013"	"2013"	19	31532	Unreliable	36.3	94.1	13.8
	"Franklin County, AL"	"01059"	"2014"	"2014"	16	31601	Unreliable	28.9	82.2	12.7
	"Franklin County, AL"	"01059"	"2015"	"2015"	22	31696	69.4	43.5	105.1	14.8
	"Franklin County, AL"	"01059"	"2016"	"2016"	14	31628	Unreliable	24.2	74.3	11.8
	"Geneva County, AL"	"01061"	"2011"	"2011"	12	26781	Unreliable	23.2	78.3	12.9
	"Geneva County, AL"	"01061"	"2012"	"2012"	12	26931	Unreliable	23.0	77.8	12.9
	"Geneva County, AL"	"01061"	"2013"	"2013"	19	26727	Unreliable	42.8	111.0	16.3
	"Geneva County, AL"	"01061"	"2014"	"2014"	11	26712	Unreliable	20.6	73.7	12.4
	"Geneva County, AL"	"01061"	"2015"	"2015"	16	26777	Unreliable	34.2	97.0	14.9
	"Geneva County, AL"	"01061"	"2016"	"2016"	14	26614	Unreliable	28.8	88.3	14.1
	"Hale County, AL"	"01065"	"2013"	"2013"	12	15406	Unreliable	40.2	136.1	22.5
	"Henry County, AL"	"01067"	"2011"	"2011"	13	17412	Unreliable	39.8	127.7	20.7
	"Henry County, AL"	"01067"	"2013"	"2013"	16	17296	Unreliable	52.9	150.2	23.1
	"Henry County, AL"	"01067"	"2014"	"2014"	10	17190	Unreliable	27.9	107.0	18.4
	"Henry County, AL"	"01067"	"2016"	"2016"	10	17164	Unreliable	27.9	107.1	18.4
	"Houston County, AL"	"01069"	"2010"	"2010"	59	101547	58.1	44.2	74.9	7.6
	"Houston County, AL"	"01069"	"2011"	"2011"	55	102369	53.7	40.5	69.9	7.2
	"Houston County, AL"	"01069"	"2012"	"2012"	50	103402	48.4	35.9	63.8	6.8
	"Houston County, AL"	"01069"	"2013"	"2013"	49	103668	47.3	35.0	62.5	6.8
	"Houston County, AL"	"01069"	"2014"	"2014"	44	104193	42.2	30.7	56.7	6.4
	"Houston County, AL"	"01069"	"2015"	"2015"	48	104173	46.1	34.0	61.1	6.7
	"Houston County, AL"	"01069"	"2016"	"2016"	31	104056	29.8	20.2	42.3	5.4
	"Jackson County, AL"	"01071"	"2010"	"2010"	24	53227	45.1	28.9	67.1	9.2
	"Jackson County, AL"	"01071"	"2011"	"2011"	29	53291	54.4	36.4	78.2	10.1
	"Jackson County, AL"	"01071"	"2012"	"2012"	30	53019	56.6	38.2	80.8	10.3
	"Jackson County, AL"	"01071"	"2013"	"2013"	41	52951	77.4	55.6	105.0	12.1
	"Jackson County, AL"	"01071"	"2014"	"2014"	43	52665	81.6	59.1	110.0	12.5
	"Jackson County, AL"	"01071"	"2015"	"2015"	20	52419	38.2	23.3	58.9	8.5
	"Jackson County, AL"	"01071"	"2016"	"2016"	20	52138	38.4	23.4	59.2	8.6
	"Jefferson County, AL"	"01073"	"2010"	"2010"	423	658466	64.2	58.1	70.4	3.1
	"Jefferson County, AL"	"01073"	"2011"	"2011"	444	658931	67.4	61.1	73.6	3.2
	"Jefferson County, AL"	"01073"	"2012"	"2012"	528	660009	80.0	73.2	86.8	3.5
	"Jefferson County, AL"	"01073"	"2013"	"2013"	523	659479	79.3	72.5	86.1	3.5
	"Jefferson County, AL"	"01073"	"2014"	"2014"	406	660793	61.4	55.5	67.4	3.0
	"Jefferson County, AL"	"01073"	"2015"	"2015"	335	660367	50.7	45.3	56.2	2.8
	"Jefferson County, AL"	"01073"	"2016"	"2016"	333	659521	50.5	45.1	55.9	2.8
	"Lamar County, AL"	"01075"	"2010"	"2010"	11	14564	Unreliable	37.7	135.1	22.8
	"Lamar County, AL"	"01075"	"2011"	"2011"	11	14311	Unreliable	38.4	137.5	23.2
	"Lamar County, AL"	"01075"	"2013"	"2013"	13	14236	Unreliable	48.6	156.2	25.3
	"Lamar County, AL"	"01075"	"2014"	"2014"	14	14086	Unreliable	54.3	166.8	26.6
	"Lamar County, AL"	"01075"	"2015"	"2015"	10	13886	Unreliable	34.5	132.4	22.8
	"Lauderdale County, AL"	"01077"	"2010"	"2010"	51	92709	55.0	41.0	72.3	7.7
	"Lauderdale County, AL"	"01077"	"2011"	"2011"	60	92781	64.7	49.3	83.2	8.3
	"Lauderdale County, AL"	"01077"	"2012"	"2012"	50	92542	54.0	40.1	71.2	7.6
	"Lauderdale County, AL"	"01077"	"2013"	"2013"	82	92797	88.4	70.3	109.7	9.8
	"Lauderdale County, AL"	"01077"	"2014"	"2014"	75	93096	80.6	63.4	101.0	9.3
	"Lauderdale County, AL"	"01077"	"2015"	"2015"	69	92596	74.5	58.0	94.3	9.0
	"Lauderdale County, AL"	"01077"	"2016"	"2016"	51	92318	55.2	41.1	72.6	7.7
	"Lawrence County, AL"	"01079"	"2010"	"2010"	12	34339	Unreliable	18.1	61.0	10.1
	"Lawrence County, AL"	"01079"	"2012"	"2012"	11	33838	Unreliable	16.2	58.2	9.8
	"Lawrence County, AL"	"01079"	"2013"	"2013"	15	33587	Unreliable	25.0	73.7	11.5
	"Lawrence County, AL"	"01079"	"2014"	"2014"	12	33477	Unreliable	18.5	62.6	10.3
	"Lawrence County, AL"	"01079"	"2016"	"2016"	15	33244	Unreliable	25.3	74.4	11.7
	"Lee County, AL"	"01081"	"2010"	"2010"	42	140247	29.9	21.6	40.5	4.6
	"Lee County, AL"	"01081"	"2011"	"2011"	50	143468	34.9	25.9	45.9	4.9
	"Lee County, AL"	"01081"	"2012"	"2012"	63	147257	42.8	32.9	54.7	5.4
	"Lee County, AL"	"01081"	"2013"	"2013"	67	150933	44.4	34.4	56.4	5.4
	"Lee County, AL"	"01081"	"2014"	"2014"	57	154255	37.0	28.0	47.9	4.9
	"Lee County, AL"	"01081"	"2015"	"2015"	33	156993	21.0	14.5	29.5	3.7
	"Lee County, AL"	"01081"	"2016"	"2016"	29	158991	18.2	12.2	26.2	3.4
	"Limestone County, AL"	"01083"	"2010"	"2010"	34	82782	41.1	28.4	57.4	7.0
	"Limestone County, AL"	"01083"	"2011"	"2011"	32	85369	37.5	25.6	52.9	6.6
	"Limestone County, AL"	"01083"	"2012"	"2012"	37	87654	42.2	29.7	58.2	6.9
	"Limestone County, AL"	"01083"	"2013"	"2013"	30	88845	33.8	22.8	48.2	6.2
	"Limestone County, AL"	"01083"	"2014"	"2014"	37	90787	40.8	28.7	56.2	6.7
	"Limestone County, AL"	"01083"	"2015"	"2015"	33	91663	36.0	24.8	50.6	6.3
	"Limestone County, AL"	"01083"	"2016"	"2016"	20	92753	21.6	13.2	33.3	4.8
	"Macon County, AL"	"01087"	"2010"	"2010"	15	21452	Unreliable	39.1	115.3	18.1
	"Macon County, AL"	"01087"	"2011"	"2011"	18	21182	Unreliable	50.4	134.3	20.0
	"Macon County, AL"	"01087"	"2012"	"2012"	15	20535	Unreliable	40.9	120.5	18.9
	"Macon County, AL"	"01087"	"2013"	"2013"	10	19688	Unreliable	24.4	93.4	16.1
	"Madison County, AL"	"01089"	"2010"	"2010"	115	334811	34.3	28.1	40.6	3.2
	"Madison County, AL"	"01089"	"2011"	"2011"	125	340111	36.8	30.3	43.2	3.3
	"Madison County, AL"	"01089"	"2012"	"2012"	150	343080	43.7	36.7	50.7	3.6
	"Madison County, AL"	"01089"	"2013"	"2013"	170	346892	49.0	41.6	56.4	3.8
	"Madison County, AL"	"01089"	"2014"	"2014"	181	350299	51.7	44.1	59.2	3.8
	"Madison County, AL"	"01089"	"2015"	"2015"	174	353089	49.3	42.0	56.6	3.7
	"Madison County, AL"	"01089"	"2016"	"2016"	136	356967	38.1	31.7	44.5	3.3
	"Marengo County, AL"	"01091"	"2010"	"2010"	10	21027	Unreliable	22.8	87.5	15.0
	"Marengo County, AL"	"01091"	"2012"	"2012"	14	20401	Unreliable	37.5	115.1	18.3
	"Marengo County, AL"	"01091"	"2013"	"2013"	23	20155	114.1	72.3	171.2	23.8
	"Marengo County, AL"	"01091"	"2014"	"2014"	17	20110	Unreliable	49.2	135.3	20.5
	"Marengo County, AL"	"01091"	"2015"	"2015"	24	20028	119.8	76.8	178.3	24.5
	"Marengo County, AL"	"01091"	"2016"	"2016"	18	19673	Unreliable	54.2	144.6	21.6
	"Marion County, AL"	"01093"	"2010"	"2010"	16	30776	Unreliable	29.7	84.4	13.0
	"Marion County, AL"	"01093"	"2011"	"2011"	21	30663	68.5	42.4	104.7	14.9
	"Marion County, AL"	"01093"	"2012"	"2012"	29	30327	95.6	64.0	137.3	17.8
	"Marion County, AL"	"01093"	"2013"	"2013"	30	30334	98.9	66.7	141.2	18.1
	"Marion County, AL"	"01093"	"2014"	"2014"	27	30271	89.2	58.8	129.8	17.2
	"Marion County, AL"	"01093"	"2015"	"2015"	15	30168	Unreliable	27.8	82.0	12.8
	"Marion County, AL"	"01093"	"2016"	"2016"	15	29998	Unreliable	28.0	82.5	12.9
	"Marshall County, AL"	"01095"	"2010"	"2010"	54	93019	58.1	43.6	75.7	7.9
	"Marshall County, AL"	"01095"	"2011"	"2011"	41	94166	43.5	31.2	59.1	6.8
	"Marshall County, AL"	"01095"	"2012"	"2012"	61	94776	64.4	49.2	82.7	8.2
	"Marshall County, AL"	"01095"	"2013"	"2013"	55	94760	58.0	43.7	75.5	7.8
	"Marshall County, AL"	"01095"	"2014"	"2014"	34	94636	35.9	24.9	50.2	6.2
	"Marshall County, AL"	"01095"	"2015"	"2015"	28	94725	29.6	19.6	42.7	5.6
	"Marshall County, AL"	"01095"	"2016"	"2016"	29	95157	30.5	20.4	43.8	5.7
	"Mobile County, AL"	"01097"	"2010"	"2010"	228	412992	55.2	48.0	62.4	3.7
	"Mobile County, AL"	"01097"	"2011"	"2011"	211	412577	51.1	44.2	58.0	3.5
	"Mobile County, AL"	"01097"	"2012"	"2012"	266	413936	64.3	56.5	72.0	3.9
	"Mobile County, AL"	"01097"	"2013"	"2013"	207	414079	50.0	43.2	56.8	3.5
	"Mobile County, AL"	"01097"	"2014"	"2014"	207	415123	49.9	43.1	56.7	3.5
	"Mobile County, AL"	"01097"	"2015"	"2015"	166	415395	40.0	33.9	46.0	3.1
	"Mobile County, AL"	"01097"	"2016"	"2016"	181	414836	43.6	37.3	50.0	3.2
	"Monroe County, AL"	"01099"	"2016"	"2016"	13	21530	Unreliable	32.2	103.3	16.7
	"Montgomery County, AL"	"01101"	"2010"	"2010"	96	229363	41.9	33.9	51.1	4.3
	"Montgomery County, AL"	"01101"	"2011"	"2011"	109	232032	47.0	38.2	55.8	4.5
	"Montgomery County, AL"	"01101"	"2012"	"2012"	116	230149	50.4	41.2	59.6	4.7
	"Montgomery County, AL"	"01101"	"2013"	"2013"	112	226659	49.4	40.3	58.6	4.7
	"Montgomery County, AL"	"01101"	"2014"	"2014"	98	226189	43.3	35.2	52.8	4.4
	"Montgomery County, AL"	"01101"	"2015"	"2015"	71	226519	31.3	24.5	39.5	3.7
	"Montgomery County, AL"	"01101"	"2016"	"2016"	71	226349	31.4	24.5	39.6	3.7
	"Morgan County, AL"	"01103"	"2010"	"2010"	40	119490	33.5	23.9	45.6	5.3
	"Morgan County, AL"	"01103"	"2011"	"2011"	58	119953	48.4	36.7	62.5	6.3
	"Morgan County, AL"	"01103"	"2012"	"2012"	81	120395	67.3	53.4	83.6	7.5
	"Morgan County, AL"	"01103"	"2013"	"2013"	60	119787	50.1	38.2	64.5	6.5
	"Morgan County, AL"	"01103"	"2014"	"2014"	77	119607	64.4	50.8	80.5	7.3
	"Morgan County, AL"	"01103"	"2015"	"2015"	67	119565	56.0	43.4	71.2	6.8
	"Morgan County, AL"	"01103"	"2016"	"2016"	39	119012	32.8	23.3	44.8	5.2
	"Pickens County, AL"	"01107"	"2011"	"2011"	25	19349	129.2	83.6	190.7	25.8
	"Pickens County, AL"	"01107"	"2012"	"2012"	14	19405	Unreliable	39.4	121.0	19.3
	"Pickens County, AL"	"01107"	"2013"	"2013"	21	19401	108.2	67.0	165.5	23.6
	"Pickens County, AL"	"01107"	"2014"	"2014"	18	20365	Unreliable	52.4	139.7	20.8
	"Pickens County, AL"	"01107"	"2016"	"2016"	14	20324	Unreliable	37.7	115.6	18.4
	"Pike County, AL"	"01109"	"2010"	"2010"	20	32899	60.8	37.1	93.9	13.6
	"Pike County, AL"	"01109"	"2011"	"2011"	16	32915	Unreliable	27.8	78.9	12.2
	"Pike County, AL"	"01109"	"2013"	"2013"	17	33339	Unreliable	29.7	81.6	12.4
	"Pike County, AL"	"01109"	"2014"	"2014"	11	33389	Unreliable	16.4	58.9	9.9
	"Pike County, AL"	"01109"	"2015"	"2015"	16	33046	Unreliable	27.7	78.6	12.1
	"Randolph County, AL"	"01111"	"2012"	"2012"	13	22675	Unreliable	30.5	98.0	15.9
	"Randolph County, AL"	"01111"	"2013"	"2013"	13	22727	Unreliable	30.5	97.8	15.9
	"Randolph County, AL"	"01111"	"2016"	"2016"	11	22652	Unreliable	24.2	86.9	14.6
	"Russell County, AL"	"01113"	"2010"	"2010"	19	52947	Unreliable	21.6	56.0	8.2
	"Russell County, AL"	"01113"	"2011"	"2011"	28	54572	51.3	34.1	74.2	9.7
	"Russell County, AL"	"01113"	"2012"	"2012"	26	57820	45.0	29.4	65.9	8.8
	"Russell County, AL"	"01113"	"2013"	"2013"	17	59585	Unreliable	16.6	45.7	6.9
	"Russell County, AL"	"01113"	"2015"	"2015"	15	59660	Unreliable	14.1	41.5	6.5
	"St. Clair County, AL"	"01115"	"2010"	"2010"	44	83593	52.6	38.2	70.7	7.9
	"St. Clair County, AL"	"01115"	"2011"	"2011"	58	84398	68.7	52.2	88.8	9.0
	"St. Clair County, AL"	"01115"	"2012"	"2012"	59	85237	69.2	52.7	89.3	9.0
